,Unnamed: 0,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Date
0,2015-12-01 00:00:00,747.11,768.95,746.7,767.04,2134621.0,0.0,1.0,747.11,768.95,746.7,767.04,2134621.0,
1,2015-12-02 00:00:00,768.9,775.955,758.96,762.38,2230373.0,0.0,1.0,768.9,775.955,758.96,762.38,2230373.0,
2,2015-12-03 00:00:00,766.01,768.995,745.63,752.54,2590641.0,0.0,1.0,766.01,768.995,745.63,752.54,2590641.0,
3,2015-12-04 00:00:00,753.1,768.49,750.0,766.81,2757283.0,0.0,1.0,753.1,768.49,750.0,766.81,2757283.0,
4,2015-12-07 00:00:00,767.77,768.73,755.09,763.25,1812314.0,0.0,1.0,767.77,768.73,755.09,763.25,1812314.0,
5,2015-12-08 00:00:00,757.89,764.8,754.2,762.37,1829475.0,0.0,1.0,757.89,764.8,754.2,762.37,1829475.0,
6,2015-12-09 00:00:00,759.17,764.23,737.0010000000001,751.61,2699990.0,0.0,1.0,759.17,764.23,737.0010000000001,751.61,2699990.0,
7,2015-12-10 00:00:00,752.85,755.85,743.83,749.46,1988380.0,0.0,1.0,752.85,755.85,743.83,749.46,1988380.0,
8,2015-12-11 00:00:00,741.16,745.71,736.75,738.87,2224410.0,0.0,1.0,741.16,745.71,736.75,738.87,2224410.0,
9,2015-12-14 00:00:00,741.79,748.73,724.17,747.77,2421236.0,0.0,1.0,741.79,748.73,724.17,747.77,2421236.0,
10,2015-12-15 00:00:00,753.0,758.08,743.01,743.4,2666229.0,0.0,1.0,753.0,758.08,743.01,743.4,2666229.0,
11,2015-12-16 00:00:00,750.0,760.59,739.435,758.09,1993251.0,0.0,1.0,750.0,760.59,739.435,758.09,1993251.0,
12,2015-12-17 00:00:00,762.42,762.68,749.0,749.43,1553418.0,0.0,1.0,762.42,762.68,749.0,749.43,1553418.0,
13,2015-12-18 00:00:00,746.51,754.13,738.15,739.31,3148743.0,0.0,1.0,746.51,754.13,738.15,739.31,3148743.0,
14,2015-12-21 00:00:00,746.13,750.0,740.0,747.77,1525703.0,0.0,1.0,746.13,750.0,740.0,747.77,1525703.0,
15,2015-12-22 00:00:00,751.65,754.85,745.53,750.0,1365520.0,0.0,1.0,751.65,754.85,745.53,750.0,1365520.0,
16,2015-12-23 00:00:00,753.47,754.21,744.0,750.31,1566726.0,0.0,1.0,753.47,754.21,744.0,750.31,1566726.0,
17,2015-12-24 00:00:00,749.55,751.35,746.62,748.4,527223.0,0.0,1.0,749.55,751.35,746.62,748.4,527223.0,
18,2015-12-28 00:00:00,752.92,762.99,749.52,762.51,1515716.0,0.0,1.0,752.92,762.99,749.52,762.51,1515716.0,
19,2015-12-29 00:00:00,766.69,779.98,766.43,776.6,1765012.0,0.0,1.0,766.69,779.98,766.43,776.6,1765012.0,
20,2015-12-30 00:00:00,776.6,777.6,766.9,771.0,1293521.0,0.0,1.0,776.6,777.6,766.9,771.0,1293521.0,
21,2015-12-31 00:00:00,769.5,769.5,758.34,758.88,1500923.0,0.0,1.0,769.5,769.5,758.34,758.88,1500923.0,
22,0,743.0,744.06,731.2577,741.84,3272776.0,0.0,1.0,743.0,744.06,731.2577,741.84,3272776.0,2016-01-04
23,1,746.45,752.0,738.64,742.58,1950691.0,0.0,1.0,746.45,752.0,738.64,742.58,1950691.0,2016-01-05
24,2,730.0,747.18,728.92,743.62,1947034.0,0.0,1.0,730.0,747.18,728.92,743.62,1947034.0,2016-01-06
25,3,730.31,738.5,719.06,726.39,2963741.0,0.0,1.0,730.31,738.5,719.06,726.39,2963741.0,2016-01-07
26,4,731.45,733.23,713.0,714.47,2450857.0,0.0,1.0,731.45,733.23,713.0,714.47,2450857.0,2016-01-08
27,5,716.61,718.855,703.54,716.03,2090621.0,0.0,1.0,716.61,718.855,703.54,716.03,2090621.0,2016-01-11
28,6,721.68,728.75,717.3165,726.07,2024509.0,0.0,1.0,721.68,728.75,717.3165,726.07,2024509.0,2016-01-12
29,7,730.85,734.74,698.61,700.56,2501730.0,0.0,1.0,730.85,734.74,698.61,700.56,2501730.0,2016-01-13
30,8,705.38,721.925,689.1,714.72,2225768.0,0.0,1.0,705.38,721.925,689.1,714.72,2225768.0,2016-01-14
31,9,692.29,706.74,685.37,694.45,3608109.0,0.0,1.0,692.29,706.74,685.37,694.45,3608109.0,2016-01-15
32,10,703.3,709.98,693.4101,701.79,2268078.0,0.0,1.0,703.3,709.98,693.4101,701.79,2268078.0,2016-01-19
33,11,688.61,706.85,673.26,698.45,3444962.0,0.0,1.0,688.61,706.85,673.26,698.45,3444962.0,2016-01-20
34,12,702.18,719.19,694.46,706.59,2412211.0,0.0,1.0,702.18,719.19,694.46,706.59,2412211.0,2016-01-21
35,13,723.6,728.13,720.1210000000002,725.25,2011797.0,0.0,1.0,723.6,728.13,720.1210000000002,725.25,2011797.0,2016-01-22
36,14,723.58,729.68,710.01,711.67,1711716.0,0.0,1.0,723.58,729.68,710.01,711.67,1711716.0,2016-01-25
37,15,713.85,718.28,706.48,713.04,1331691.0,0.0,1.0,713.85,718.28,706.48,713.04,1331691.0,2016-01-26
38,16,713.67,718.235,694.39,699.99,2194227.0,0.0,1.0,713.67,718.235,694.39,699.99,2194227.0,2016-01-27
39,17,722.22,733.69,712.35,730.96,2676397.0,0.0,1.0,722.22,733.69,712.35,730.96,2676397.0,2016-01-28
40,18,731.53,744.9899,726.8,742.95,3474319.0,0.0,1.0,731.53,744.9899,726.8,742.95,3474319.0,2016-01-29
41,19,750.46,757.86,743.27,752.0,5139157.0,0.0,1.0,750.46,757.86,743.27,752.0,5139157.0,2016-02-01
2016-02-01 00:00:00,,750.46,757.86,743.27,752.0,5139157.0,0.0,1.0,750.46,757.86,743.27,752.0,5139157.0,
2016-02-02 00:00:00,,784.5,789.8699,764.65,764.65,6348126.0,0.0,1.0,784.5,789.8699,764.65,764.65,6348126.0,
2016-02-03 00:00:00,,770.22,774.5,720.5,726.95,6171019.0,0.0,1.0,770.22,774.5,720.5,726.95,6171019.0,
2016-02-04 00:00:00,,722.81,727.0,701.86,708.01,5168709.0,0.0,1.0,722.81,727.0,701.86,708.01,5168709.0,
2016-02-05 00:00:00,,703.87,703.99,680.15,683.57,5105725.0,0.0,1.0,703.87,703.99,680.15,683.57,5105725.0,
2016-02-08 00:00:00,,667.85,684.03,663.06,682.74,4247355.0,0.0,1.0,667.85,684.03,663.06,682.74,4247355.0,
2016-02-09 00:00:00,,672.32,699.9,668.77,678.11,3608914.0,0.0,1.0,672.32,699.9,668.77,678.11,3608914.0,
2016-02-10 00:00:00,,686.86,701.31,682.13,684.12,2638007.0,0.0,1.0,686.86,701.31,682.13,684.12,2638007.0,
2016-02-11 00:00:00,,675.0,689.35,668.8675,683.11,3024043.0,0.0,1.0,675.0,689.35,668.8675,683.11,3024043.0,
2016-02-12 00:00:00,,690.26,693.75,678.6,682.4,2141373.0,0.0,1.0,690.26,693.75,678.6,682.4,2141373.0,
2016-02-16 00:00:00,,692.98,698.0,685.05,691.0,2520021.0,0.0,1.0,692.98,698.0,685.05,691.0,2520021.0,
2016-02-17 00:00:00,,699.0,709.75,691.38,708.4,2492634.0,0.0,1.0,699.0,709.75,691.38,708.4,2492634.0,
2016-02-18 00:00:00,,710.0,712.35,696.03,697.35,1883248.0,0.0,1.0,710.0,712.35,696.03,697.35,1883248.0,
2016-02-19 00:00:00,,695.03,703.0805,694.05,700.91,1589281.0,0.0,1.0,695.03,703.0805,694.05,700.91,1589281.0,
2016-02-22 00:00:00,,707.45,713.24,702.51,706.46,1949816.0,0.0,1.0,707.45,713.24,702.51,706.46,1949816.0,
2016-02-23 00:00:00,,701.45,708.4,693.58,695.85,2009280.0,0.0,1.0,701.45,708.4,693.58,695.85,2009280.0,
2016-02-24 00:00:00,,688.92,700.0,680.78,699.56,1963573.0,0.0,1.0,688.92,700.0,680.78,699.56,1963573.0,
2016-02-25 00:00:00,,700.01,705.98,690.585,705.75,1642166.0,0.0,1.0,700.01,705.98,690.585,705.75,1642166.0,
2016-02-26 00:00:00,,708.58,713.43,700.86,705.07,2243522.0,0.0,1.0,708.58,713.43,700.86,705.07,2243522.0,
2016-02-29 00:00:00,,700.32,710.89,697.68,697.77,2481145.0,0.0,1.0,700.32,710.89,697.68,697.77,2481145.0,
2016-03-01 00:00:00,,703.62,718.81,699.77,718.81,2151419.0,0.0,1.0,703.62,718.81,699.77,718.81,2151419.0,
